================================================================================
  WOLF BOT — RELATORIO DE BACKTEST
  Estrategia: SMC + Wyckoff + FVG 50% + Scale-Out + BE+Custos
  Data: 2026-06-08 23:01
================================================================================

============================= PARAMETROS DO TESTE ==============================
  Simbolo:           EURUSD
  Timeframe:         1h
  Capital Inicial:   $10000.00
  Volume Fixo:       0.1 lots
  Swing Period:      5
  Min R:R:           2.0
  BE Padding:        20 pips
  Comissao:          $3.0/lot
  Alavancagem:       1:100

============================ RESUMO DE PERFORMANCE =============================
  Total Trades:      450 (parciais: 0)
  Trades Principais: 450
  Wins:              146
  Losses:            304
  Win Rate:          32.4%
  Lucro Total:       $1043.22
  Retorno:           10.43%
  Profit Factor:     2.96
  Avg Win:           $10.78
  Avg Loss:          $1.75
  Max Drawdown:      0.88%
  DD Value:          $90.73
  Sharpe Ratio:      4.38
  Saldo Final:       $11012.32

========================== DISTRIBUICAO DE RESULTADOS ==========================
  Maior Win:         $65.28
  Maior Loss:        $-13.09
  Media PnL:         $2.32
  Mediana PnL:       $-0.69
  Desvio Padrao:     $8.40
  Trades Positivos:  146
  Trades Negativos:  304

============================== ANALISE BE+CUSTOS ===============================
  Total BE+Custos:   42 acionamentos
  PnL Apos BE:       $284.19

=============================== CURVA DE EQUITY ================================
  Equity Inicial:    $10000.00
  Equity Final:      $11012.43
  Pico Maximo:       $11021.87
  Vale Minimo:       $9963.08
  Drawdown Medio:    0.18%

=============================== TABELA DE TRADES ===============================
    # Acao    Entrada      Saida  Volume        PnL Result Parcial  Conf
  ------------------------------------------------------------------------
  288 SELL       1.20       1.20    0.04      -4.12   LOSS             A
  289 SELL       1.20       1.20    0.06      -6.79   LOSS             B
  290 SELL       1.20       1.20    0.04      -4.53   LOSS             B
  291 SELL       1.20       1.19    0.06      38.64    WIN             B
  292 SELL       1.20       1.19    0.04      28.68    WIN             B
  293  BUY       1.19       1.19    0.02      -1.17   LOSS             C
  294  BUY       1.19       1.19    0.01      -0.58   LOSS             C
  295  BUY       1.19       1.19    0.02      -0.24   LOSS             C
  296  BUY       1.19       1.19    0.01      -0.12   LOSS             C
  297  BUY       1.19       1.18    0.02      -3.77   LOSS             C
  298  BUY       1.19       1.18    0.01      -1.89   LOSS             C
  299 SELL       1.18       1.18    0.02      -3.01   LOSS             C
  300 SELL       1.18       1.18    0.01      -1.50   LOSS             C
  301 SELL       1.18       1.18    0.02       6.12    WIN             C
  302 SELL       1.18       1.18    0.01       3.07    WIN             C
  303  BUY       1.18       1.18    0.02      -2.14   LOSS             C
  304  BUY       1.18       1.18    0.01      -1.07   LOSS             C
  305  BUY       1.18       1.18    0.02      11.26    WIN             C
  306  BUY       1.18       1.18    0.01       5.99    WIN             C
  307 SELL       1.19       1.19    0.02      -0.08   LOSS             C
  308 SELL       1.19       1.19    0.01      -0.04   LOSS             C
  309 SELL       1.19       1.19    0.02      -2.12   LOSS             C
  310 SELL       1.19       1.19    0.01      -1.06   LOSS             C
  311  BUY       1.19       1.19    0.06       9.24    WIN             A
  312  BUY       1.19       1.19    0.04       8.00    WIN             A
  313  BUY       1.19       1.19    0.02      -4.49   LOSS             C
  314  BUY       1.19       1.19    0.01      -2.25   LOSS             C
  315  BUY       1.19       1.18    0.02      -2.47   LOSS             C
  316  BUY       1.19       1.18    0.01      -1.23   LOSS             C
  317 SELL       1.18       1.18    0.01       2.02    WIN             C
  318 SELL       1.18       1.19    0.02      -2.02   LOSS             C
  319 SELL       1.19       1.18    0.02       9.16    WIN             C
  320 SELL       1.19       1.18    0.01       5.22    WIN             C
  321  BUY       1.18       1.18    0.06      -3.99   LOSS             B
  322  BUY       1.18       1.18    0.04      -2.66   LOSS             B
  323  BUY       1.18       1.17    0.06      -2.96   LOSS             B
  324  BUY       1.18       1.17    0.04      -1.97   LOSS             B
  325  BUY       1.17       1.18    0.06      39.48    WIN             B
  326  BUY       1.17       1.18    0.04      27.59    WIN             B
  327  BUY       1.18       1.18    0.02       4.66    WIN             C
  328  BUY       1.18       1.18    0.01       2.00    WIN             C
  329  BUY       1.18       1.18    0.06      -0.53   LOSS             B
  330  BUY       1.18       1.18    0.04      -0.36   LOSS             B
  331  BUY       1.18       1.18    0.06      10.56    WIN             B
  332  BUY       1.18       1.18    0.04       8.00    WIN             B
  333  BUY       1.18       1.18    0.02      -1.45   LOSS             C
  334  BUY       1.18       1.18    0.01      -0.73   LOSS             C
  335  BUY       1.18       1.17    0.02      -5.60   LOSS             C
  336  BUY       1.18       1.17    0.01      -2.80   LOSS             C
  337  BUY       1.17       1.17    0.02      -2.11   LOSS             C
  338  BUY       1.17       1.17    0.01      -1.06   LOSS             C
  339  BUY       1.17       1.17    0.02      -2.33   LOSS             C
  340  BUY       1.17       1.17    0.01      -1.17   LOSS             C
  341  BUY       1.16       1.16    0.02      -1.75   LOSS             C
  342  BUY       1.16       1.16    0.01      -0.88   LOSS             C
  343  BUY       1.15       1.15    0.02      -2.42   LOSS             C
  344  BUY       1.15       1.15    0.01      -1.21   LOSS             C
  345 SELL       1.16       1.17    0.02      -2.46   LOSS             C
  346 SELL       1.16       1.17    0.01      -1.23   LOSS             C
  347 SELL       1.17       1.16    0.02       8.82    WIN             C
  348 SELL       1.17       1.16    0.01       2.00    WIN             C
  349  BUY       1.16       1.16    0.02      -0.32   LOSS             C
  350  BUY       1.16       1.16    0.01      -0.16   LOSS             C
  351 SELL       1.16       1.15    0.01       9.66    WIN             C
  352 SELL       1.16       1.16    0.02      -9.66   LOSS             C
  353 SELL       1.16       1.15    0.02      20.94    WIN             C
  354 SELL       1.16       1.15    0.01      14.68    WIN             C
  355  BUY       1.15       1.15    0.02      -1.13   LOSS             C
  356  BUY       1.15       1.15    0.01      -0.57   LOSS             C
  357  BUY       1.15       1.14    0.02      -0.47   LOSS             C
  358  BUY       1.15       1.14    0.01      -0.23   LOSS             C
  359  BUY       1.15       1.15    0.02       5.28    WIN             C
  360  BUY       1.15       1.15    0.01       3.35    WIN             C
  361 SELL       1.15       1.15    0.02      -3.95   LOSS             C
  362 SELL       1.15       1.15    0.01      -1.98   LOSS             C
  363 SELL       1.16       1.16    0.02      -0.93   LOSS             C
  364 SELL       1.16       1.16    0.01      -0.47   LOSS             C
  365 SELL       1.16       1.16    0.02      -0.02   LOSS             C
  366 SELL       1.16       1.16    0.01      -0.01   LOSS             C
  367 SELL       1.16       1.16    0.02      -5.35   LOSS             C
  368 SELL       1.16       1.16    0.01      -2.68   LOSS             C
  369 SELL       1.17       1.17    0.02      -2.15   LOSS             C
  370 SELL       1.17       1.17    0.01      -1.08   LOSS             C
  371 SELL       1.17       1.17    0.02      -2.54   LOSS             C
  372 SELL       1.17       1.17    0.01      -1.27   LOSS             C
  373 SELL       1.17       1.17    0.02      -1.36   LOSS             C
  374 SELL       1.17       1.17    0.01      -0.68   LOSS             C
  375 SELL       1.17       1.17    0.06      36.48    WIN             A
  376 SELL       1.17       1.17    0.04      25.48    WIN             A
  377 SELL       1.18       1.18    0.02      -1.44   LOSS             C
  378 SELL       1.18       1.18    0.01      -0.72   LOSS             C
  379 SELL       1.18       1.18    0.02      -1.11   LOSS             C
  380 SELL       1.18       1.18    0.01      -0.56   LOSS             C
  381 SELL       1.18       1.18    0.02      10.38    WIN             C
  382 SELL       1.18       1.18    0.01       5.42    WIN             C
  383  BUY       1.18       1.18    0.02      11.90    WIN             C
  384  BUY       1.18       1.18    0.01       6.09    WIN             C
  385 SELL       1.18       1.18    0.06      46.14    WIN             A
  386 SELL       1.18       1.18    0.04      31.88    WIN             A
  387  BUY       1.17       1.17    0.02      -0.83   LOSS             C
  388  BUY       1.17       1.17    0.01      -0.41   LOSS             C
  389  BUY       1.17       1.17    0.02      -5.15   LOSS             C
  390  BUY       1.17       1.17    0.01      -2.57   LOSS             C
  391  BUY       1.17       1.17    0.06      -2.26   LOSS             B
  392  BUY       1.17       1.17    0.04      -1.51   LOSS             B
  393  BUY       1.17       1.17    0.02       5.64    WIN             C
  394  BUY       1.17       1.17    0.01       2.00    WIN             C
  395  BUY       1.17       1.17    0.02       4.16    WIN             C
  396  BUY       1.17       1.17    0.01       2.00    WIN             C
  397  BUY       1.17       1.17    0.06      18.00    WIN             B
  398  BUY       1.17       1.17    0.04       8.00    WIN             B
  399  BUY       1.17       1.17    0.02       2.16    WIN             C
  400  BUY       1.17       1.17    0.01       4.14    WIN             C
  401  BUY       1.17       1.17    0.02      -0.90   LOSS             C
  402  BUY       1.17       1.17    0.01      -0.45   LOSS             C
  403 SELL       1.17       1.17    0.06       7.38    WIN             B
  404 SELL       1.17       1.17    0.04       8.00    WIN             B
  405  BUY       1.17       1.17    0.02      -2.57   LOSS             C
  406  BUY       1.17       1.17    0.01      -1.28   LOSS             C
  407 SELL       1.17       1.17    0.06       9.54    WIN             B
  408 SELL       1.17       1.17    0.04       8.00    WIN             B
  409 SELL       1.17       1.17    0.06      -9.35   LOSS             B
  410 SELL       1.17       1.17    0.04      -6.23   LOSS             B
  411 SELL       1.17       1.17    0.06      -2.02   LOSS             B
  412 SELL       1.17       1.17    0.04      -1.35   LOSS             B
  413 SELL       1.17       1.17    0.06      -0.22   LOSS             B
  414 SELL       1.17       1.17    0.04      -0.15   LOSS             B
  415 SELL       1.18       1.18    0.02      -1.83   LOSS             C
  416 SELL       1.18       1.18    0.01      -0.92   LOSS             C
  417 SELL       1.18       1.17    0.02      13.32    WIN             C
  418 SELL       1.18       1.17    0.01       7.00    WIN             C
  419 SELL       1.18       1.17    0.02       7.30    WIN             C
  420 SELL       1.18       1.17    0.01       3.88    WIN             C
  421 SELL       1.18       1.17    0.02      13.54    WIN             C
  422 SELL       1.18       1.17    0.01       7.07    WIN             C
  423  BUY       1.17       1.17    0.02      -0.40   LOSS             C
  424  BUY       1.17       1.17    0.01      -0.20   LOSS             C
  425  BUY       1.17       1.17    0.02      -1.04   LOSS             C
  426  BUY       1.17       1.17    0.01      -0.52   LOSS             C
  427  BUY       1.16       1.16    0.02      -0.93   LOSS             C
  428  BUY       1.16       1.16    0.01      -0.46   LOSS             C
  429  BUY       1.16       1.16    0.02      -1.43   LOSS             C
  430  BUY       1.16       1.16    0.01      -0.72   LOSS             C
  431  BUY       1.16       1.16    0.06      -3.87   LOSS             B
  432  BUY       1.16       1.16    0.04      -2.58   LOSS             B
  433  BUY       1.16       1.16    0.02      -1.82   LOSS             C
  434  BUY       1.16       1.16    0.01      -0.91   LOSS             C
  435  BUY       1.16       1.16    0.02      -1.00   LOSS             C
  436  BUY       1.16       1.16    0.01      -0.50   LOSS             C
  437  BUY       1.16       1.16    0.02      -1.07   LOSS             C
  438  BUY       1.16       1.16    0.01      -0.54   LOSS             C
  439  BUY       1.16       1.17    0.02      14.74    WIN             C
  440  BUY       1.16       1.17    0.01       7.98    WIN             C
  441 SELL       1.17       1.16    0.02      12.16    WIN             C
  442 SELL       1.17       1.16    0.01       6.40    WIN             C
  443  BUY       1.16       1.16    0.02      -0.39   LOSS             C
  444  BUY       1.16       1.16    0.01      -0.20   LOSS             C
  445  BUY       1.16       1.16    0.02      -2.77   LOSS             C
  446  BUY       1.16       1.16    0.01      -1.39   LOSS             C
  447  BUY       1.15       1.15    0.02      -1.59   LOSS             C
  448  BUY       1.15       1.15    0.01      -0.80   LOSS             C
  449  BUY       1.15       1.15    0.02       7.96    WIN             C
  450  BUY       1.15       1.15    0.01       3.97    WIN             C
  ------------------------------------------------------------------------
                           TOTAL            1043.22

============================= TRADES COM BE+CUSTOS =============================
  Ticket 14: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 26: BUY PnL=$6.91 WOLF_S2_C [BE+CUSTOS]
  Ticket 32: SELL PnL=$21.63 WOLF_S2_B [BE+CUSTOS]
  Ticket 36: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 62: BUY PnL=$45.39 WOLF_S2_A [BE+CUSTOS]
  Ticket 64: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 66: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 82: SELL PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 86: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 102: BUY PnL=$8.00 WOLF_S2_A [BE+CUSTOS]
  Ticket 122: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 136: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 148: SELL PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 156: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 158: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 190: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 192: BUY PnL=$13.92 WOLF_S2_B [BE+CUSTOS]
  Ticket 212: SELL PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 214: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 216: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 222: BUY PnL=$5.47 WOLF_S2_C [BE+CUSTOS]
  Ticket 228: SELL PnL=$4.68 WOLF_S2_C [BE+CUSTOS]
  Ticket 230: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 232: SELL PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 246: BUY PnL=$7.54 WOLF_S2_C [BE+CUSTOS]
  Ticket 264: BUY PnL=$4.73 WOLF_S2_C [BE+CUSTOS]
  Ticket 268: SELL PnL=$7.81 WOLF_S2_C [BE+CUSTOS]
  Ticket 272: SELL PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 312: BUY PnL=$8.00 WOLF_S2_A [BE+CUSTOS]
  Ticket 320: SELL PnL=$5.22 WOLF_S2_C [BE+CUSTOS]
  Ticket 328: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 332: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 348: SELL PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 354: SELL PnL=$14.68 WOLF_S2_C [BE+CUSTOS]
  Ticket 394: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 396: BUY PnL=$2.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 398: BUY PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 400: BUY PnL=$4.14 WOLF_S2_C [BE+CUSTOS]
  Ticket 404: SELL PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 408: SELL PnL=$8.00 WOLF_S2_B [BE+CUSTOS]
  Ticket 418: SELL PnL=$7.00 WOLF_S2_C [BE+CUSTOS]
  Ticket 422: SELL PnL=$7.07 WOLF_S2_C [BE+CUSTOS]

================================================================================
  FIM DO RELATORIO
================================================================================
